date,timeofday,condition,rep,SoilTemp,SoilMoisture
2021-07-14,19:42,DARK,FD6,NA,538.49
2021-07-14,19:42,DARK,RD6,NA,577.29
2021-07-14,19:42,DARK,MD1,28.06,490.81
2021-07-14,19:42,DARK,RD3,28.5,630.01
2021-07-14,19:42,DARK,RD10,NA,579.11
2021-07-14,19:42,DARK,MD6,28.5,409.06
2021-07-14,19:42,DARK,MD5,NA,620.2
2021-07-14,19:42,DARK,FD1,NA,367.43
2021-07-14,19:42,HighLight,RH2,27.88,0.21
2021-07-14,19:42,HighLight,RH5,NA,42.29
2021-07-14,19:42,HighLight,FH5,27.5,0.0
2021-07-14,19:42,HighLight,FH2,27.62,0.0
2021-07-14,19:42,HighLight,FH4,NA,1.21
2021-07-14,19:42,HighLight,MH1,27.44,47.12
2021-07-14,19:42,HighLight,RH10,28.0,0.01
2021-07-14,19:42,HighLight,MH5,27.5,7.85
2021-07-14,19:42,HighLight,MH6,NA,9.14
2021-07-14,19:43,DARK,FD2,28.12,634.1
2021-07-14,19:43,DARK,FD6,NA,539.94
2021-07-14,19:43,DARK,RD6,NA,577.52
2021-07-14,19:43,DARK,MD1,28.06,491.6
2021-07-14,19:43,DARK,RD3,28.5,632.42
2021-07-14,19:43,DARK,RD10,NA,580.7
2021-07-14,19:43,DARK,MD6,28.5,409.54
2021-07-14,19:43,DARK,MD5,NA,621.87
2021-07-14,19:43,DARK,FD1,NA,367.86
2021-07-14,19:43,HighLight,RH2,27.88,0.21
2021-07-14,19:43,HighLight,RH5,NA,42.48
2021-07-14,19:43,HighLight,FH5,27.5,0.0
2021-07-14,19:43,HighLight,FH2,27.62,0.0
2021-07-14,19:43,HighLight,FH4,NA,1.61
2021-07-14,19:43,HighLight,MH1,27.44,46.89
2021-07-14,19:43,HighLight,RH10,28.0,0.03
2021-07-14,19:43,HighLight,MH5,27.5,8.01
2021-07-14,19:43,HighLight,MH6,NA,8.89
2021-07-14,19:44,DARK,FD2,28.12,631.4
2021-07-14,19:44,DARK,FD6,NA,537.87
2021-07-14,19:44,DARK,RD6,NA,576.8
2021-07-14,19:44,DARK,MD1,28.06,490.22
2021-07-14,19:44,DARK,RD3,28.5,630.24
2021-07-14,19:44,DARK,RD10,NA,578.99
2021-07-14,19:44,DARK,MD6,28.5,408.83
2021-07-14,19:44,DARK,MD5,NA,619.96
2021-07-14,19:44,DARK,FD1,NA,366.75
2021-07-14,19:44,HighLight,RH2,27.88,0.15
2021-07-14,19:44,HighLight,RH5,NA,44.54
2021-07-14,19:44,HighLight,FH5,27.5,0.0
2021-07-14,19:44,HighLight,FH2,27.56,0.0
2021-07-14,19:44,HighLight,FH4,NA,1.33
2021-07-14,19:44,HighLight,MH1,27.38,48.77
2021-07-14,19:44,HighLight,RH10,28.0,0.0
2021-07-14,19:44,HighLight,MH5,27.5,8.17
2021-07-14,19:44,HighLight,MH6,NA,8.94
2021-07-14,19:45,DARK,FD2,28.12,633.74
2021-07-14,19:45,DARK,FD6,NA,537.09
2021-07-14,19:45,DARK,RD6,NA,574.88
2021-07-14,19:45,DARK,MD1,28.06,490.52
2021-07-14,19:45,DARK,RD3,28.5,632.4
2021-07-14,19:45,DARK,RD10,NA,577.89
2021-07-14,19:45,DARK,MD6,28.5,408.28
2021-07-14,19:45,DARK,MD5,NA,618.64
2021-07-14,19:45,DARK,FD1,NA,367.42
2021-07-14,19:45,HighLight,RH2,27.81,0.03
2021-07-14,19:45,HighLight,RH5,NA,42.89
2021-07-14,19:45,HighLight,FH5,27.5,0.0
2021-07-14,19:45,HighLight,FH2,27.5,0.0
2021-07-14,19:45,HighLight,FH4,NA,0.75
2021-07-14,19:45,HighLight,MH1,27.31,47.07
2021-07-14,19:45,HighLight,RH10,28.0,0.0
2021-07-14,19:45,HighLight,MH5,27.5,7.76
2021-07-14,19:45,HighLight,MH6,NA,9.09
2021-07-14,19:46,DARK,FD2,28.12,631.94
2021-07-14,19:46,DARK,FD6,NA,537.58
2021-07-14,19:46,DARK,RD6,NA,575.38
2021-07-14,19:46,DARK,MD1,28.0,488.72
2021-07-14,19:46,DARK,RD3,28.5,630.1
2021-07-14,19:46,DARK,RD10,NA,578.46
2021-07-14,19:46,DARK,MD6,28.5,407.6
2021-07-14,19:46,DARK,MD5,NA,619.68
2021-07-14,19:46,DARK,FD1,NA,366.25
2021-07-14,19:46,HighLight,RH2,27.81,0.01
2021-07-14,19:46,HighLight,RH5,NA,45.58
2021-07-14,19:46,HighLight,FH5,27.5,0.0
2021-07-14,19:46,HighLight,FH2,27.5,0.0
2021-07-14,19:46,HighLight,FH4,NA,0.8
2021-07-14,19:46,HighLight,MH1,27.38,48.66
2021-07-14,19:46,HighLight,RH10,27.5,0.0
2021-07-14,19:46,HighLight,MH5,27.5,7.97
2021-07-14,19:46,HighLight,MH6,NA,9.09
2021-07-14,19:47,DARK,FD2,28.06,633.57
2021-07-14,19:47,DARK,FD6,NA,537.0
2021-07-14,19:47,DARK,RD6,NA,578.4
2021-07-14,19:47,DARK,MD1,28.0,491.04
2021-07-14,19:47,DARK,RD3,28.5,632.24
2021-07-14,19:47,DARK,RD10,NA,577.59
2021-07-14,19:47,DARK,MD6,28.5,409.51
2021-07-14,19:47,DARK,MD5,NA,621.49
2021-07-14,19:47,DARK,FD1,NA,367.13
2021-07-14,19:47,HighLight,RH2,27.75,0.26
2021-07-14,19:47,HighLight,RH5,NA,42.13
2021-07-14,19:47,HighLight,FH5,27.5,0.0
2021-07-14,19:47,HighLight,FH2,27.44,0.0
2021-07-14,19:47,HighLight,FH4,NA,1.59
2021-07-14,19:47,HighLight,MH1,27.31,46.89
2021-07-14,19:47,HighLight,RH10,28.0,0.01
2021-07-14,19:47,HighLight,MH5,27.5,8.03
2021-07-14,19:47,HighLight,MH6,NA,8.74
2021-07-14,19:48,DARK,FD2,28.06,632.43
2021-07-14,19:48,DARK,FD6,NA,539.98
2021-07-14,19:48,DARK,RD6,NA,575.73
2021-07-14,19:48,DARK,MD1,28.0,489.35
2021-07-14,19:48,DARK,RD3,28.5,630.33
2021-07-14,19:48,DARK,RD10,NA,579.93
2021-07-14,19:48,DARK,MD6,28.5,407.82
2021-07-14,19:48,DARK,MD5,NA,620.49
2021-07-14,19:48,DARK,FD1,NA,366.63
2021-07-14,19:48,HighLight,RH2,27.69,0.15
2021-07-14,19:48,HighLight,RH5,NA,42.09
2021-07-14,19:48,HighLight,FH5,27.5,0.0
2021-07-14,19:48,HighLight,FH2,27.44,0.0
2021-07-14,19:48,HighLight,FH4,NA,0.72
2021-07-14,19:48,HighLight,MH1,27.25,47.0
2021-07-14,19:48,HighLight,RH10,27.5,0.01
2021-07-14,19:48,HighLight,MH5,27.5,7.77
2021-07-14,19:48,HighLight,MH6,NA,9.01
2021-07-14,19:49,DARK,FD2,28.06,633.83
2021-07-14,19:49,DARK,FD6,NA,539.69
2021-07-14,19:49,DARK,RD6,NA,576.91
2021-07-14,19:49,DARK,MD1,28.0,490.55
2021-07-14,19:49,DARK,RD3,28.5,631.94
2021-07-14,19:49,DARK,RD10,NA,579.89
2021-07-14,19:49,DARK,MD6,28.5,408.7
2021-07-14,19:49,DARK,MD5,NA,621.45
2021-07-14,19:49,DARK,FD1,NA,366.97
2021-07-14,19:49,HighLight,RH2,27.69,0.16
2021-07-14,19:49,HighLight,RH5,NA,45.23
2021-07-14,19:49,HighLight,FH5,27.5,0.0
2021-07-14,19:49,HighLight,FH2,27.38,0.24
2021-07-14,19:49,HighLight,FH4,NA,1.4
2021-07-14,19:49,HighLight,MH1,27.25,46.6
2021-07-14,19:49,HighLight,RH10,27.5,0.0
2021-07-14,19:49,HighLight,MH5,27.5,7.92
2021-07-14,19:49,HighLight,MH6,NA,8.96
2021-07-14,19:50,DARK,FD2,28.06,633.46
2021-07-14,19:50,DARK,FD6,NA,539.3
2021-07-14,19:50,DARK,RD6,NA,577.92
2021-07-14,19:50,DARK,MD1,27.94,489.07
2021-07-14,19:50,DARK,RD3,28.5,629.63
2021-07-14,19:50,DARK,RD10,NA,580.3
2021-07-14,19:50,DARK,MD6,28.5,409.82
2021-07-14,19:50,DARK,MD5,NA,621.6
2021-07-14,19:50,DARK,FD1,NA,365.79
2021-07-14,19:50,HighLight,RH2,27.69,0.01
2021-07-14,19:50,HighLight,RH5,NA,44.83
2021-07-14,19:50,HighLight,FH5,27.5,0.0
2021-07-14,19:50,HighLight,FH2,27.44,0.0
2021-07-14,19:50,HighLight,FH4,NA,0.67
2021-07-14,19:50,HighLight,MH1,27.31,48.28
2021-07-14,19:50,HighLight,RH10,27.5,0.0
2021-07-14,19:50,HighLight,MH5,27.5,7.72
2021-07-14,19:50,HighLight,MH6,NA,9.05
2021-07-14,19:51,DARK,FD2,28.06,630.49
2021-07-14,19:51,DARK,FD6,NA,537.54
2021-07-14,19:51,DARK,RD6,NA,574.49
2021-07-14,19:51,DARK,MD1,27.94,489.16
2021-07-14,19:51,DARK,RD3,28.5,630.52
2021-07-14,19:51,DARK,RD10,NA,578.39
2021-07-14,19:51,DARK,MD6,28.0,407.28
2021-07-14,19:51,DARK,MD5,NA,619.77
2021-07-14,19:51,DARK,FD1,NA,363.64
2021-07-14,19:51,HighLight,RH2,27.69,0.11
2021-07-14,19:51,HighLight,RH5,NA,42.11
2021-07-14,19:51,HighLight,FH5,27.5,0.0
2021-07-14,19:51,HighLight,FH2,27.44,0.0
2021-07-14,19:51,HighLight,FH4,NA,1.43
2021-07-14,19:51,HighLight,MH1,27.25,44.84
2021-07-14,19:51,HighLight,RH10,27.5,0.0
2021-07-14,19:51,HighLight,MH5,27.5,7.86
2021-07-14,19:51,HighLight,MH6,NA,8.55
2021-07-14,19:52,DARK,FD2,28.06,631.06
2021-07-14,19:52,DARK,FD6,NA,537.64
2021-07-14,19:52,DARK,RD6,NA,574.3
2021-07-14,19:52,DARK,MD1,27.94,490.64
2021-07-14,19:52,DARK,RD3,28.5,631.16
2021-07-14,19:52,DARK,RD10,NA,577.68
2021-07-14,19:52,DARK,MD6,28.0,406.4
2021-07-14,19:52,DARK,MD5,NA,619.3
2021-07-14,19:52,DARK,FD1,NA,364.18
2021-07-14,19:52,HighLight,RH2,27.62,0.03
2021-07-14,19:52,HighLight,RH5,NA,42.1
2021-07-14,19:52,HighLight,FH5,27.5,0.0
2021-07-14,19:52,HighLight,FH2,27.38,0.01
2021-07-14,19:52,HighLight,FH4,NA,0.72
2021-07-14,19:52,HighLight,MH1,27.19,46.75
2021-07-14,19:52,HighLight,RH10,27.5,0.0
2021-07-14,19:52,HighLight,MH5,27.5,7.52
2021-07-14,19:52,HighLight,MH6,NA,8.89
2021-07-14,19:53,DARK,FD2,28.0,632.05
2021-07-14,19:53,DARK,FD6,NA,538.53
2021-07-14,19:53,DARK,RD6,NA,576.29
2021-07-14,19:53,DARK,MD1,27.94,489.9
2021-07-14,19:53,DARK,RD3,28.5,630.51
2021-07-14,19:53,DARK,RD10,NA,578.86
2021-07-14,19:53,DARK,MD6,28.0,408.53
2021-07-14,19:53,DARK,MD5,NA,619.91
2021-07-14,19:53,DARK,FD1,NA,364.51
2021-07-14,19:53,HighLight,RH2,27.62,0.27
2021-07-14,19:53,HighLight,RH5,NA,45.55
2021-07-14,19:53,HighLight,FH5,27.5,0.0
2021-07-14,19:53,HighLight,FH2,27.31,0.13
2021-07-14,19:53,HighLight,FH4,NA,1.57
2021-07-14,19:53,HighLight,MH1,27.19,46.45
2021-07-14,19:53,HighLight,RH10,27.5,0.0
2021-07-14,19:53,HighLight,MH5,27.5,7.91
2021-07-14,19:53,HighLight,MH6,NA,8.91
2021-07-14,19:54,DARK,FD2,28.0,632.46
2021-07-14,19:54,DARK,FD6,NA,537.92
2021-07-14,19:54,DARK,RD6,NA,576.43
2021-07-14,19:54,DARK,MD1,27.88,489.38
2021-07-14,19:54,DARK,RD3,28.5,630.08
2021-07-14,19:54,DARK,RD10,NA,578.54
2021-07-14,19:54,DARK,MD6,28.0,408.1
2021-07-14,19:54,DARK,MD5,NA,619.6
2021-07-14,19:54,DARK,FD1,NA,365.1
2021-07-14,19:54,HighLight,RH2,27.62,0.34
2021-07-14,19:54,HighLight,RH5,NA,44.94
2021-07-14,19:54,HighLight,FH5,27.5,0.0
2021-07-14,19:54,HighLight,FH2,27.31,0.0
2021-07-14,19:54,HighLight,FH4,NA,0.7
2021-07-14,19:54,HighLight,MH1,27.19,48.28
2021-07-14,19:54,HighLight,RH10,27.5,0.0
2021-07-14,19:54,HighLight,MH5,27.5,7.91
2021-07-14,19:54,HighLight,MH6,NA,9.12
2021-07-14,19:55,DARK,FD2,28.0,631.58
2021-07-14,19:55,DARK,FD6,NA,537.64
2021-07-14,19:55,DARK,RD6,NA,573.93
2021-07-14,19:55,DARK,MD1,27.94,488.58
2021-07-14,19:55,DARK,RD3,28.5,630.57
2021-07-14,19:55,DARK,RD10,NA,577.72
2021-07-14,19:55,DARK,MD6,28.0,407.96
2021-07-14,19:55,DARK,MD5,NA,619.53
2021-07-14,19:55,DARK,FD1,NA,363.69
2021-07-14,19:55,HighLight,RH2,27.62,0.01
2021-07-14,19:55,HighLight,RH5,NA,44.36
2021-07-14,19:55,HighLight,FH5,27.5,0.0
2021-07-14,19:55,HighLight,FH2,27.31,0.0
2021-07-14,19:55,HighLight,FH4,NA,0.61
2021-07-14,19:55,HighLight,MH1,27.19,48.21
2021-07-14,19:55,HighLight,RH10,27.5,0.0
2021-07-14,19:55,HighLight,MH5,27.5,7.67
2021-07-14,19:55,HighLight,MH6,NA,8.98
2021-07-14,19:56,DARK,FD2,28.0,632.79
2021-07-14,19:56,DARK,FD6,NA,538.96
2021-07-14,19:56,DARK,RD6,NA,576.78
2021-07-14,19:56,DARK,MD1,27.88,490.87
2021-07-14,19:56,DARK,RD3,28.5,632.2
2021-07-14,19:56,DARK,RD10,NA,579.72
2021-07-14,19:56,DARK,MD6,28.0,409.39
2021-07-14,19:56,DARK,MD5,NA,620.7
2021-07-14,19:56,DARK,FD1,NA,363.61
2021-07-14,19:56,HighLight,RH2,27.62,0.0
2021-07-14,19:56,HighLight,RH5,NA,41.88
2021-07-14,19:56,HighLight,FH5,27.5,0.0
2021-07-14,19:56,HighLight,FH2,27.38,0.03
2021-07-14,19:56,HighLight,FH4,NA,0.7
2021-07-14,19:56,HighLight,MH1,27.19,46.03
2021-07-14,19:56,HighLight,RH10,27.5,0.0
2021-07-14,19:56,HighLight,MH5,27.5,7.46
2021-07-14,19:56,HighLight,MH6,NA,8.78
2021-07-14,19:57,DARK,FD2,27.94,631.59
2021-07-14,19:57,DARK,FD6,NA,536.97
2021-07-14,19:57,DARK,RD6,NA,574.15
2021-07-14,19:57,DARK,MD1,27.88,488.42
2021-07-14,19:57,DARK,RD3,28.5,630.14
2021-07-14,19:57,DARK,RD10,NA,577.35
2021-07-14,19:57,DARK,MD6,28.0,406.85
2021-07-14,19:57,DARK,MD5,NA,618.74
2021-07-14,19:57,DARK,FD1,NA,363.43
2021-07-14,19:57,HighLight,RH2,27.62,0.0
2021-07-14,19:57,HighLight,RH5,NA,45.1
2021-07-14,19:57,HighLight,FH5,27.5,0.0
2021-07-14,19:57,HighLight,FH2,27.38,0.0
2021-07-14,19:57,HighLight,FH4,NA,0.51
2021-07-14,19:57,HighLight,MH1,27.19,48.02
2021-07-14,19:57,HighLight,RH10,27.5,0.0
2021-07-14,19:57,HighLight,MH5,27.5,7.57
2021-07-14,19:57,HighLight,MH6,NA,8.99
2021-07-14,19:58,DARK,FD2,27.94,631.65
2021-07-14,19:58,DARK,FD6,NA,537.77
2021-07-14,19:58,DARK,RD6,NA,576.26
2021-07-14,19:58,DARK,MD1,27.88,488.64
2021-07-14,19:58,DARK,RD3,28.5,629.53
2021-07-14,19:58,DARK,RD10,NA,579.74
2021-07-14,19:58,DARK,MD6,28.0,406.4
2021-07-14,19:58,DARK,MD5,NA,619.01
2021-07-14,19:58,DARK,FD1,NA,363.78
2021-07-14,19:58,HighLight,RH2,27.56,0.09
2021-07-14,19:58,HighLight,RH5,NA,41.54
2021-07-14,19:58,HighLight,FH5,27.5,0.0
2021-07-14,19:58,HighLight,FH2,27.31,0.01
2021-07-14,19:58,HighLight,FH4,NA,0.73
2021-07-14,19:58,HighLight,MH1,27.12,46.14
2021-07-14,19:58,HighLight,RH10,27.5,0.01
2021-07-14,19:58,HighLight,MH5,27.5,7.25
2021-07-14,19:58,HighLight,MH6,NA,8.91
2021-07-14,19:59,DARK,FD2,27.94,632.3
2021-07-14,19:59,DARK,FD6,NA,538.18
2021-07-14,19:59,DARK,RD6,NA,575.88
2021-07-14,19:59,DARK,MD1,27.88,489.55
2021-07-14,19:59,DARK,RD3,28.5,631.5
2021-07-14,19:59,DARK,RD10,NA,578.85
2021-07-14,19:59,DARK,MD6,28.0,407.69
2021-07-14,19:59,DARK,MD5,NA,620.59
2021-07-14,19:59,DARK,FD1,NA,364.18
2021-07-14,19:59,HighLight,RH2,27.62,0.12
2021-07-14,19:59,HighLight,RH5,NA,44.06
2021-07-14,19:59,HighLight,FH5,27.5,0.0
2021-07-14,19:59,HighLight,FH2,27.38,0.0
2021-07-14,19:59,HighLight,FH4,NA,0.81
2021-07-14,19:59,HighLight,MH1,27.19,48.39
2021-07-14,19:59,HighLight,RH10,27.5,0.01
2021-07-14,19:59,HighLight,MH5,27.5,7.7
2021-07-14,19:59,HighLight,MH6,NA,9.21
2021-07-14,20:00,DARK,FD2,27.94,630.05
2021-07-14,20:00,DARK,FD6,NA,536.51
2021-07-14,20:00,DARK,RD6,NA,575.17
2021-07-14,20:00,DARK,MD1,27.88,489.29
2021-07-14,20:00,DARK,RD3,28.5,630.68
2021-07-14,20:00,DARK,RD10,NA,577.18
2021-07-14,20:00,DARK,MD6,28.0,404.65
2021-07-14,20:00,DARK,MD5,NA,618.52
2021-07-14,20:00,DARK,FD1,NA,361.95
2021-07-14,20:00,HighLight,RH2,27.56,0.15
2021-07-14,20:00,HighLight,RH5,NA,44.28
2021-07-14,20:00,HighLight,FH5,27.5,0.0
2021-07-14,20:00,HighLight,FH2,27.31,0.0
2021-07-14,20:00,HighLight,FH4,NA,1.03
2021-07-14,20:00,HighLight,MH1,27.12,48.05
2021-07-14,20:00,HighLight,RH10,27.5,0.0
2021-07-14,20:00,HighLight,MH5,27.5,7.79
2021-07-14,20:00,HighLight,MH6,NA,9.2
2021-07-14,20:01,DARK,FD2,27.94,632.38
2021-07-14,20:01,DARK,FD6,NA,538.26
2021-07-14,20:01,DARK,RD6,NA,575.26
2021-07-14,20:01,DARK,MD1,27.81,488.9
2021-07-14,20:01,DARK,RD3,28.5,631.73
2021-07-14,20:01,DARK,RD10,NA,578.74
2021-07-14,20:01,DARK,MD6,28.0,407.33
2021-07-14,20:01,DARK,MD5,NA,620.99
2021-07-14,20:01,DARK,FD1,NA,363.85
2021-07-14,20:01,HighLight,RH2,27.5,0.16
2021-07-14,20:01,HighLight,RH5,NA,42.78
2021-07-14,20:01,HighLight,FH5,27.5,0.0
2021-07-14,20:01,HighLight,FH2,27.25,0.0
2021-07-14,20:01,HighLight,FH4,NA,1.27
2021-07-14,20:01,HighLight,MH1,27.06,45.83
2021-07-14,20:01,HighLight,RH10,27.5,0.0
2021-07-14,20:01,HighLight,MH5,27.5,7.61
2021-07-14,20:01,HighLight,MH6,NA,8.41
2021-07-14,20:02,DARK,FD2,27.88,632.87
2021-07-14,20:02,DARK,FD6,NA,538.04
2021-07-14,20:02,DARK,RD6,NA,577.63
2021-07-14,20:02,DARK,MD1,27.81,489.37
2021-07-14,20:02,DARK,RD3,28.5,630.82
2021-07-14,20:02,DARK,RD10,NA,579.37
2021-07-14,20:02,DARK,MD6,28.0,406.59
2021-07-14,20:02,DARK,MD5,NA,620.65
2021-07-14,20:02,DARK,FD1,NA,363.0
2021-07-14,20:02,HighLight,RH2,27.5,0.24
2021-07-14,20:02,HighLight,RH5,NA,41.4
2021-07-14,20:02,HighLight,FH5,27.5,0.0
2021-07-14,20:02,HighLight,FH2,27.25,0.0
2021-07-14,20:02,HighLight,FH4,NA,1.34
2021-07-14,20:02,HighLight,MH1,27.06,46.26
2021-07-14,20:02,HighLight,RH10,27.5,0.02
2021-07-14,20:02,HighLight,MH5,27.5,7.37
2021-07-14,20:02,HighLight,MH6,NA,8.88
2021-07-14,20:03,DARK,FD2,27.88,633.15
2021-07-14,20:03,DARK,FD6,NA,535.69
2021-07-14,20:03,DARK,RD6,NA,575.04
2021-07-14,20:03,DARK,MD1,27.81,488.99
2021-07-14,20:03,DARK,RD3,28.5,631.22
2021-07-14,20:03,DARK,RD10,NA,576.83
2021-07-14,20:03,DARK,MD6,28.0,406.49
2021-07-14,20:03,DARK,MD5,NA,617.7
2021-07-14,20:03,DARK,FD1,NA,361.98
2021-07-14,20:03,HighLight,RH2,27.56,0.17
2021-07-14,20:03,HighLight,RH5,NA,41.89
2021-07-14,20:03,HighLight,FH5,27.5,0.0
2021-07-14,20:03,HighLight,FH2,27.31,0.0
2021-07-14,20:03,HighLight,FH4,NA,1.46
2021-07-14,20:03,HighLight,MH1,27.12,47.3
2021-07-14,20:03,HighLight,RH10,27.5,0.0
2021-07-14,20:03,HighLight,MH5,27.5,7.67
2021-07-14,20:03,HighLight,MH6,NA,8.21
2021-07-14,20:04,DARK,FD2,27.88,633.82
2021-07-14,20:04,DARK,FD6,NA,537.77
2021-07-14,20:04,DARK,RD6,NA,576.43
2021-07-14,20:04,DARK,MD1,27.81,489.01
2021-07-14,20:04,DARK,RD3,28.5,631.22
2021-07-14,20:04,DARK,RD10,NA,578.71
2021-07-14,20:04,DARK,MD6,28.0,405.68
2021-07-14,20:04,DARK,MD5,NA,620.39
2021-07-14,20:04,DARK,FD1,NA,363.12
2021-07-14,20:04,HighLight,RH2,27.5,0.02
2021-07-14,20:04,HighLight,RH5,NA,44.76
2021-07-14,20:04,HighLight,FH5,27.5,0.0
2021-07-14,20:04,HighLight,FH2,27.19,0.0
2021-07-14,20:04,HighLight,FH4,NA,0.82
2021-07-14,20:04,HighLight,MH1,27.06,45.87
2021-07-14,20:04,HighLight,RH10,27.5,0.19
2021-07-14,20:04,HighLight,MH5,27.0,7.22
2021-07-14,20:04,HighLight,MH6,NA,8.65
2021-07-14,20:05,DARK,FD2,27.88,633.26
2021-07-14,20:05,DARK,FD6,NA,537.65
2021-07-14,20:05,DARK,RD6,NA,578.24
2021-07-14,20:05,DARK,MD1,27.75,488.38
2021-07-14,20:05,DARK,RD3,28.5,630.66
2021-07-14,20:05,DARK,RD10,NA,578.94
2021-07-14,20:05,DARK,MD6,28.0,406.38
2021-07-14,20:05,DARK,MD5,NA,620.68
2021-07-14,20:05,DARK,FD1,NA,362.92
2021-07-14,20:05,HighLight,RH2,27.5,0.12
2021-07-14,20:05,HighLight,RH5,NA,43.2
2021-07-14,20:05,HighLight,FH5,27.5,0.0
2021-07-14,20:05,HighLight,FH2,27.25,0.0
2021-07-14,20:05,HighLight,FH4,NA,0.8
2021-07-14,20:05,HighLight,MH1,27.06,47.55
2021-07-14,20:05,HighLight,RH10,27.5,0.0
2021-07-14,20:05,HighLight,MH5,27.0,7.08
2021-07-14,20:05,HighLight,MH6,NA,9.13
2021-07-14,20:06,DARK,FD2,27.81,631.58
2021-07-14,20:06,DARK,FD6,NA,535.95
2021-07-14,20:06,DARK,RD6,NA,574.64
2021-07-14,20:06,DARK,MD1,27.75,486.65
2021-07-14,20:06,DARK,RD3,28.0,629.07
2021-07-14,20:06,DARK,RD10,NA,576.55
2021-07-14,20:06,DARK,MD6,28.0,404.03
2021-07-14,20:06,DARK,MD5,NA,618.64
2021-07-14,20:06,DARK,FD1,NA,360.82
2021-07-14,20:06,HighLight,RH2,27.5,0.01
2021-07-14,20:06,HighLight,RH5,NA,44.47
2021-07-14,20:06,HighLight,FH5,27.5,0.0
2021-07-14,20:06,HighLight,FH2,27.25,0.0
2021-07-14,20:06,HighLight,FH4,NA,0.94
2021-07-14,20:06,HighLight,MH1,27.06,46.97
2021-07-14,20:06,HighLight,RH10,27.5,0.0
2021-07-14,20:06,HighLight,MH5,27.0,7.26
2021-07-14,20:06,HighLight,MH6,NA,8.74
2021-07-14,20:07,DARK,FD2,27.81,631.16
2021-07-14,20:07,DARK,FD6,NA,536.07
2021-07-14,20:07,DARK,RD6,NA,573.99
2021-07-14,20:07,DARK,MD1,27.75,485.96
2021-07-14,20:07,DARK,RD3,28.0,629.15
2021-07-14,20:07,DARK,RD10,NA,576.73
2021-07-14,20:07,DARK,MD6,28.0,403.68
2021-07-14,20:07,DARK,MD5,NA,618.57
2021-07-14,20:07,DARK,FD1,NA,361.59
2021-07-14,20:07,HighLight,RH2,27.44,0.15
2021-07-14,20:07,HighLight,RH5,NA,41.92
2021-07-14,20:07,HighLight,FH5,27.5,0.0
2021-07-14,20:07,HighLight,FH2,27.19,0.0
2021-07-14,20:07,HighLight,FH4,NA,1.43
2021-07-14,20:07,HighLight,MH1,27.0,45.1
2021-07-14,20:07,HighLight,RH10,27.5,0.03
2021-07-14,20:07,HighLight,MH5,27.0,7.28
2021-07-14,20:07,HighLight,MH6,NA,8.14
2021-07-14,20:08,DARK,FD2,27.81,631.13
2021-07-14,20:08,DARK,FD6,NA,536.05
2021-07-14,20:08,DARK,RD6,NA,575.33
2021-07-14,20:08,DARK,MD1,27.75,487.11
2021-07-14,20:08,DARK,RD3,28.0,628.88
2021-07-14,20:08,DARK,RD10,NA,577.07
2021-07-14,20:08,DARK,MD6,28.0,403.83
2021-07-14,20:08,DARK,MD5,NA,618.68
2021-07-14,20:08,DARK,FD1,NA,360.85
2021-07-14,20:08,HighLight,RH2,27.38,0.17
2021-07-14,20:08,HighLight,RH5,NA,41.2
2021-07-14,20:08,HighLight,FH5,27.5,0.0
2021-07-14,20:08,HighLight,FH2,27.12,0.0
2021-07-14,20:08,HighLight,FH4,NA,1.55
2021-07-14,20:08,HighLight,MH1,26.94,45.43
2021-07-14,20:08,HighLight,RH10,27.5,0.01
2021-07-14,20:08,HighLight,MH5,27.0,7.19
2021-07-14,20:08,HighLight,MH6,NA,8.41
2021-07-14,20:09,DARK,FD2,27.75,631.21
2021-07-14,20:09,DARK,FD6,NA,537.54
2021-07-14,20:09,DARK,RD6,NA,574.5
2021-07-14,20:09,DARK,MD1,27.75,485.19
2021-07-14,20:09,DARK,RD3,28.0,628.81
2021-07-14,20:09,DARK,RD10,NA,578.74
2021-07-14,20:09,DARK,MD6,28.0,404.98
2021-07-14,20:09,DARK,MD5,NA,620.55
2021-07-14,20:09,DARK,FD1,NA,362.05
2021-07-14,20:09,HighLight,RH2,27.38,0.18
2021-07-14,20:09,HighLight,RH5,NA,40.79
2021-07-14,20:09,HighLight,FH5,27.0,0.0
2021-07-14,20:09,HighLight,FH2,27.12,0.03
2021-07-14,20:09,HighLight,FH4,NA,0.83
2021-07-14,20:09,HighLight,MH1,26.94,45.32
2021-07-14,20:09,HighLight,RH10,27.5,0.02
2021-07-14,20:09,HighLight,MH5,27.0,6.9
2021-07-14,20:09,HighLight,MH6,NA,8.36
2021-07-14,20:10,DARK,FD2,27.81,630.06
2021-07-14,20:10,DARK,FD6,NA,535.89
2021-07-14,20:10,DARK,RD6,NA,574.75
2021-07-14,20:10,DARK,MD1,27.69,488.38
2021-07-14,20:10,DARK,RD3,28.0,627.52
2021-07-14,20:10,DARK,RD10,NA,576.72
2021-07-14,20:10,DARK,MD6,28.0,403.18
2021-07-14,20:10,DARK,MD5,NA,618.05
2021-07-14,20:10,DARK,FD1,NA,359.53
2021-07-14,20:10,HighLight,RH2,27.31,0.1
2021-07-14,20:10,HighLight,RH5,NA,43.66
2021-07-14,20:10,HighLight,FH5,27.0,0.0
2021-07-14,20:10,HighLight,FH2,27.12,0.0
