date,timeofday,condition,rep,SoilTemp,SoilMoisture
2021-07-14,11:53,HighLight,RH5,NA,47.44
2021-07-14,11:53,HighLight,FH5,26.5,0.11
2021-07-14,11:53,HighLight,FH2,23.38,0.0
2021-07-14,11:53,HighLight,FH4,NA,2.52
2021-07-14,11:53,HighLight,MH1,26.25,67.86
2021-07-14,11:53,HighLight,RH10,22.5,0.0
2021-07-14,11:53,HighLight,MH5,23.5,15.22
2021-07-14,11:53,HighLight,MH6,NA,13.83
2021-07-14,11:54,DARK,FD2,21.62,626.41
2021-07-14,11:54,DARK,FD6,NA,534.72
2021-07-14,11:54,DARK,RD6,NA,548.84
2021-07-14,11:54,DARK,MD1,22.0,517.89
2021-07-14,11:54,DARK,RD3,22.0,625.78
2021-07-14,11:54,DARK,RD10,NA,566.79
2021-07-14,11:54,DARK,MD6,22.0,414.41
2021-07-14,11:54,DARK,MD5,NA,620.79
2021-07-14,11:54,DARK,FD1,NA,348.77
2021-07-14,11:54,HighLight,RH2,26.94,0.81
2021-07-14,11:54,HighLight,RH5,NA,47.5
2021-07-14,11:54,HighLight,FH5,27.0,0.18
2021-07-14,11:54,HighLight,FH2,23.56,0.05
2021-07-14,11:54,HighLight,FH4,NA,1.64
2021-07-14,11:54,HighLight,MH1,26.5,66.95
2021-07-14,11:54,HighLight,RH10,22.5,0.0
2021-07-14,11:54,HighLight,MH5,23.5,14.94
2021-07-14,11:54,HighLight,MH6,NA,13.71
2021-07-14,11:55,DARK,FD2,21.62,626.13
2021-07-14,11:55,DARK,FD6,NA,534.88
2021-07-14,11:55,DARK,RD6,NA,549.19
2021-07-14,11:55,DARK,MD1,22.0,517.66
2021-07-14,11:55,DARK,RD3,22.0,625.59
2021-07-14,11:55,DARK,RD10,NA,567.35
2021-07-14,11:55,DARK,MD6,22.0,415.73
2021-07-14,11:55,DARK,MD5,NA,621.2
2021-07-14,11:55,DARK,FD1,NA,348.29
2021-07-14,11:55,HighLight,RH2,27.25,1.64
2021-07-14,11:55,HighLight,RH5,NA,44.11
2021-07-14,11:55,HighLight,FH5,27.0,0.26
2021-07-14,11:55,HighLight,FH2,23.62,0.05
2021-07-14,11:55,HighLight,FH4,NA,1.89
2021-07-14,11:55,HighLight,MH1,26.75,63.81
2021-07-14,11:55,HighLight,RH10,23.0,0.04
2021-07-14,11:55,HighLight,MH5,24.0,14.79
2021-07-14,11:55,HighLight,MH6,NA,13.92
2021-07-14,11:56,DARK,FD2,21.69,626.98
2021-07-14,11:56,DARK,FD6,NA,535.12
2021-07-14,11:56,DARK,RD6,NA,548.94
2021-07-14,11:56,DARK,MD1,22.06,517.82
2021-07-14,11:56,DARK,RD3,22.0,625.69
2021-07-14,11:56,DARK,RD10,NA,566.8
2021-07-14,11:56,DARK,MD6,22.0,414.78
2021-07-14,11:56,DARK,MD5,NA,621.14
2021-07-14,11:56,DARK,FD1,NA,349.1
2021-07-14,11:56,HighLight,RH2,27.44,1.24
2021-07-14,11:56,HighLight,RH5,NA,46.64
2021-07-14,11:56,HighLight,FH5,27.5,0.14
2021-07-14,11:56,HighLight,FH2,23.69,0.02
2021-07-14,11:56,HighLight,FH4,NA,1.73
2021-07-14,11:56,HighLight,MH1,26.88,66.53
2021-07-14,11:56,HighLight,RH10,22.5,0.0
2021-07-14,11:56,HighLight,MH5,24.0,14.9
2021-07-14,11:56,HighLight,MH6,NA,14.1
2021-07-14,11:57,DARK,FD2,21.69,626.46
2021-07-14,11:57,DARK,FD6,NA,535.32
2021-07-14,11:57,DARK,RD6,NA,552.93
2021-07-14,11:57,DARK,MD1,22.06,517.96
2021-07-14,11:57,DARK,RD3,22.0,624.91
2021-07-14,11:57,DARK,RD10,NA,568.4
2021-07-14,11:57,DARK,MD6,22.0,415.06
2021-07-14,11:57,DARK,MD5,NA,621.99
2021-07-14,11:57,DARK,FD1,NA,348.47
2021-07-14,11:57,HighLight,RH2,27.62,1.67
2021-07-14,11:57,HighLight,RH5,NA,46.35
2021-07-14,11:57,HighLight,FH5,27.5,0.1
2021-07-14,11:57,HighLight,FH2,23.75,0.01
2021-07-14,11:57,HighLight,FH4,NA,1.61
2021-07-14,11:57,HighLight,MH1,27.0,66.17
2021-07-14,11:57,HighLight,RH10,23.0,0.02
2021-07-14,11:57,HighLight,MH5,24.0,15.0
2021-07-14,11:57,HighLight,MH6,NA,14.23
2021-07-14,11:58,DARK,FD2,21.75,625.2
2021-07-14,11:58,DARK,FD6,NA,534.42
2021-07-14,11:58,DARK,RD6,NA,551.45
2021-07-14,11:58,DARK,MD1,22.12,516.86
2021-07-14,11:58,DARK,RD3,22.0,624.41
2021-07-14,11:58,DARK,RD10,NA,567.48
2021-07-14,11:58,DARK,MD6,22.0,415.72
2021-07-14,11:58,DARK,MD5,NA,621.21
2021-07-14,11:58,DARK,FD1,NA,349.12
2021-07-14,11:58,HighLight,RH2,27.81,1.84
2021-07-14,11:58,HighLight,RH5,NA,44.58
2021-07-14,11:58,HighLight,FH5,27.5,0.3
2021-07-14,11:58,HighLight,FH2,23.81,0.03
2021-07-14,11:58,HighLight,FH4,NA,1.97
2021-07-14,11:58,HighLight,MH1,27.06,64.02
2021-07-14,11:58,HighLight,RH10,23.0,0.03
2021-07-14,11:58,HighLight,MH5,24.0,14.96
2021-07-14,11:58,HighLight,MH6,NA,13.94
2021-07-14,11:59,DARK,FD2,21.75,628.57
2021-07-14,11:59,DARK,FD6,NA,535.74
2021-07-14,11:59,DARK,RD6,NA,552.92
2021-07-14,11:59,DARK,MD1,22.12,518.95
2021-07-14,11:59,DARK,RD3,22.0,626.92
2021-07-14,11:59,DARK,RD10,NA,565.67
2021-07-14,11:59,DARK,MD6,22.0,416.3
2021-07-14,11:59,DARK,MD5,NA,622.9
2021-07-14,11:59,DARK,FD1,NA,351.68
2021-07-14,11:59,HighLight,RH2,28.12,1.44
2021-07-14,11:59,HighLight,RH5,NA,47.88
2021-07-14,11:59,HighLight,FH5,28.0,0.36
2021-07-14,11:59,HighLight,FH2,23.88,0.03
2021-07-14,11:59,HighLight,FH4,NA,2.06
2021-07-14,11:59,HighLight,MH1,27.12,65.71
2021-07-14,11:59,HighLight,RH10,23.0,0.0
2021-07-14,11:59,HighLight,MH5,24.5,15.8
2021-07-14,11:59,HighLight,MH6,NA,14.0
2021-07-14,12:00,DARK,FD2,21.75,627.83
2021-07-14,12:00,DARK,FD6,NA,536.5
2021-07-14,12:00,DARK,RD6,NA,553.81
2021-07-14,12:00,DARK,MD1,22.19,519.18
2021-07-14,12:00,DARK,RD3,22.0,627.31
2021-07-14,12:00,DARK,RD10,NA,567.74
2021-07-14,12:00,DARK,MD6,22.5,417.74
2021-07-14,12:00,DARK,MD5,NA,623.07
2021-07-14,12:00,DARK,FD1,NA,350.92
2021-07-14,12:00,HighLight,RH2,28.44,1.46
2021-07-14,12:00,HighLight,RH5,NA,45.07
2021-07-14,12:00,HighLight,FH5,28.0,0.72
2021-07-14,12:00,HighLight,FH2,24.0,0.08
2021-07-14,12:00,HighLight,FH4,NA,1.63
2021-07-14,12:00,HighLight,MH1,27.12,63.18
2021-07-14,12:00,HighLight,RH10,23.0,0.01
2021-07-14,12:00,HighLight,MH5,24.5,14.98
2021-07-14,12:00,HighLight,MH6,NA,13.97
2021-07-14,12:01,DARK,FD2,21.81,628.1
2021-07-14,12:01,DARK,FD6,NA,537.42
2021-07-14,12:01,DARK,RD6,NA,553.27
2021-07-14,12:01,DARK,MD1,22.19,519.28
2021-07-14,12:01,DARK,RD3,22.0,628.36
2021-07-14,12:01,DARK,RD10,NA,569.16
2021-07-14,12:01,DARK,MD6,22.5,418.07
2021-07-14,12:01,DARK,MD5,NA,623.92
2021-07-14,12:01,DARK,FD1,NA,352.94
2021-07-14,12:01,HighLight,RH2,28.69,1.53
2021-07-14,12:01,HighLight,RH5,NA,45.08
2021-07-14,12:01,HighLight,FH5,28.5,0.68
2021-07-14,12:01,HighLight,FH2,24.06,0.04
2021-07-14,12:01,HighLight,FH4,NA,1.75
2021-07-14,12:01,HighLight,MH1,27.12,64.18
2021-07-14,12:01,HighLight,RH10,23.0,0.01
2021-07-14,12:01,HighLight,MH5,24.5,15.1
2021-07-14,12:01,HighLight,MH6,NA,13.99
2021-07-14,12:02,DARK,FD2,21.81,627.42
2021-07-14,12:02,DARK,FD6,NA,535.87
2021-07-14,12:02,DARK,RD6,NA,552.75
2021-07-14,12:02,DARK,MD1,22.25,518.69
2021-07-14,12:02,DARK,RD3,22.5,625.49
2021-07-14,12:02,DARK,RD10,NA,567.97
2021-07-14,12:02,DARK,MD6,22.5,416.93
2021-07-14,12:02,DARK,MD5,NA,622.06
2021-07-14,12:02,DARK,FD1,NA,351.58
2021-07-14,12:02,HighLight,RH2,28.88,1.5
2021-07-14,12:02,HighLight,RH5,NA,45.65
2021-07-14,12:02,HighLight,FH5,28.5,0.67
2021-07-14,12:02,HighLight,FH2,24.06,0.05
2021-07-14,12:02,HighLight,FH4,NA,1.57
2021-07-14,12:02,HighLight,MH1,27.19,64.3
2021-07-14,12:02,HighLight,RH10,23.0,0.0
2021-07-14,12:02,HighLight,MH5,24.5,15.29
2021-07-14,12:02,HighLight,MH6,NA,14.11
2021-07-14,12:03,DARK,FD2,21.81,628.71
2021-07-14,12:03,DARK,FD6,NA,537.77
2021-07-14,12:03,DARK,RD6,NA,551.73
2021-07-14,12:03,DARK,MD1,22.31,520.38
2021-07-14,12:03,DARK,RD3,22.5,628.48
2021-07-14,12:03,DARK,RD10,NA,569.81
2021-07-14,12:03,DARK,MD6,22.5,418.89
2021-07-14,12:03,DARK,MD5,NA,623.87
2021-07-14,12:03,DARK,FD1,NA,353.09
2021-07-14,12:03,HighLight,RH2,29.12,2.06
2021-07-14,12:03,HighLight,RH5,NA,44.53
2021-07-14,12:03,HighLight,FH5,28.5,0.58
2021-07-14,12:03,HighLight,FH2,24.25,0.02
2021-07-14,12:03,HighLight,FH4,NA,1.81
2021-07-14,12:03,HighLight,MH1,27.31,64.07
2021-07-14,12:03,HighLight,RH10,23.0,0.02
2021-07-14,12:03,HighLight,MH5,24.5,15.25
2021-07-14,12:03,HighLight,MH6,NA,14.09
2021-07-14,12:04,DARK,FD2,21.88,627.54
2021-07-14,12:04,DARK,FD6,NA,536.19
2021-07-14,12:04,DARK,RD6,NA,551.93
2021-07-14,12:04,DARK,MD1,22.38,518.26
2021-07-14,12:04,DARK,RD3,22.5,625.97
2021-07-14,12:04,DARK,RD10,NA,568.04
2021-07-14,12:04,DARK,MD6,22.5,416.46
2021-07-14,12:04,DARK,MD5,NA,622.23
2021-07-14,12:04,DARK,FD1,NA,351.94
2021-07-14,12:04,HighLight,RH2,29.25,1.54
2021-07-14,12:04,HighLight,RH5,NA,43.67
2021-07-14,12:04,HighLight,FH5,29.0,0.53
2021-07-14,12:04,HighLight,FH2,24.31,0.02
2021-07-14,12:04,HighLight,FH4,NA,2.31
2021-07-14,12:04,HighLight,MH1,27.38,66.95
2021-07-14,12:04,HighLight,RH10,23.0,0.0
2021-07-14,12:04,HighLight,MH5,25.0,16.0
2021-07-14,12:04,HighLight,MH6,NA,13.42
2021-07-14,12:05,DARK,FD2,21.94,629.15
2021-07-14,12:05,DARK,FD6,NA,537.28
2021-07-14,12:05,DARK,RD6,NA,554.5
2021-07-14,12:05,DARK,MD1,22.38,519.54
2021-07-14,12:05,DARK,RD3,22.5,627.15
2021-07-14,12:05,DARK,RD10,NA,569.49
2021-07-14,12:05,DARK,MD6,22.5,417.4
2021-07-14,12:05,DARK,MD5,NA,623.75
2021-07-14,12:05,DARK,FD1,NA,352.6
2021-07-14,12:05,HighLight,RH2,29.19,2.22
2021-07-14,12:05,HighLight,RH5,NA,47.73
2021-07-14,12:05,HighLight,FH5,28.5,0.5
2021-07-14,12:05,HighLight,FH2,24.31,0.0
2021-07-14,12:05,HighLight,FH4,NA,2.67
2021-07-14,12:05,HighLight,MH1,27.25,65.04
2021-07-14,12:05,HighLight,RH10,23.5,0.03
2021-07-14,12:05,HighLight,MH5,25.0,16.24
2021-07-14,12:05,HighLight,MH6,NA,14.2
2021-07-14,12:06,DARK,FD2,21.94,628.67
2021-07-14,12:06,DARK,FD6,NA,537.47
2021-07-14,12:06,DARK,RD6,NA,552.03
2021-07-14,12:06,DARK,MD1,22.44,519.05
2021-07-14,12:06,DARK,RD3,22.5,628.1
2021-07-14,12:06,DARK,RD10,NA,569.33
2021-07-14,12:06,DARK,MD6,22.5,417.54
2021-07-14,12:06,DARK,MD5,NA,623.87
2021-07-14,12:06,DARK,FD1,NA,354.18
2021-07-14,12:06,HighLight,RH2,29.06,1.74
2021-07-14,12:06,HighLight,RH5,NA,48.08
2021-07-14,12:06,HighLight,FH5,28.5,0.38
2021-07-14,12:06,HighLight,FH2,24.38,0.0
2021-07-14,12:06,HighLight,FH4,NA,2.36
2021-07-14,12:06,HighLight,MH1,27.19,66.92
2021-07-14,12:06,HighLight,RH10,23.5,0.0
2021-07-14,12:06,HighLight,MH5,25.0,16.09
2021-07-14,12:06,HighLight,MH6,NA,14.04
2021-07-14,12:07,DARK,FD2,21.94,627.11
2021-07-14,12:07,DARK,FD6,NA,535.68
2021-07-14,12:07,DARK,RD6,NA,550.95
2021-07-14,12:07,DARK,MD1,22.5,517.8
2021-07-14,12:07,DARK,RD3,22.5,626.06
2021-07-14,12:07,DARK,RD10,NA,568.13
2021-07-14,12:07,DARK,MD6,22.5,416.41
2021-07-14,12:07,DARK,MD5,NA,622.4
2021-07-14,12:07,DARK,FD1,NA,352.08
2021-07-14,12:07,HighLight,RH2,28.81,1.63
2021-07-14,12:07,HighLight,RH5,NA,48.16
2021-07-14,12:07,HighLight,FH5,28.5,0.56
2021-07-14,12:07,HighLight,FH2,24.31,0.03
2021-07-14,12:07,HighLight,FH4,NA,2.3
2021-07-14,12:07,HighLight,MH1,27.06,66.65
2021-07-14,12:07,HighLight,RH10,23.5,0.0
2021-07-14,12:07,HighLight,MH5,25.0,16.22
2021-07-14,12:07,HighLight,MH6,NA,14.02
2021-07-14,12:08,DARK,FD2,22.0,627.89
2021-07-14,12:08,DARK,FD6,NA,535.05
2021-07-14,12:08,DARK,RD6,NA,552.79
2021-07-14,12:08,DARK,MD1,22.5,518.57
2021-07-14,12:08,DARK,RD3,22.5,625.45
2021-07-14,12:08,DARK,RD10,NA,567.45
2021-07-14,12:08,DARK,MD6,22.5,417.25
2021-07-14,12:08,DARK,MD5,NA,621.94
2021-07-14,12:08,DARK,FD1,NA,351.98
2021-07-14,12:08,HighLight,RH2,28.69,1.85
2021-07-14,12:08,HighLight,RH5,NA,48.58
2021-07-14,12:08,HighLight,FH5,28.0,0.32
2021-07-14,12:08,HighLight,FH2,24.44,0.0
2021-07-14,12:08,HighLight,FH4,NA,2.54
2021-07-14,12:08,HighLight,MH1,27.12,67.88
2021-07-14,12:08,HighLight,RH10,23.5,0.0
2021-07-14,12:08,HighLight,MH5,25.0,16.1
2021-07-14,12:08,HighLight,MH6,NA,14.2
2021-07-14,12:09,DARK,FD2,22.06,628.61
2021-07-14,12:09,DARK,FD6,NA,537.42
2021-07-14,12:09,DARK,RD6,NA,553.01
2021-07-14,12:09,DARK,MD1,22.56,519.71
2021-07-14,12:09,DARK,RD3,22.5,627.41
2021-07-14,12:09,DARK,RD10,NA,569.9
2021-07-14,12:09,DARK,MD6,23.0,419.08
2021-07-14,12:09,DARK,MD5,NA,624.21
2021-07-14,12:09,DARK,FD1,NA,353.25
2021-07-14,12:09,HighLight,RH2,28.62,2.18
2021-07-14,12:09,HighLight,RH5,NA,45.06
2021-07-14,12:09,HighLight,FH5,28.0,0.32
2021-07-14,12:09,HighLight,FH2,24.44,0.04
2021-07-14,12:09,HighLight,FH4,NA,1.84
2021-07-14,12:09,HighLight,MH1,27.12,65.36
2021-07-14,12:09,HighLight,RH10,23.5,0.04
2021-07-14,12:09,HighLight,MH5,25.0,15.79
2021-07-14,12:09,HighLight,MH6,NA,14.1
2021-07-14,12:10,DARK,FD2,22.06,626.98
2021-07-14,12:10,DARK,FD6,NA,535.92
2021-07-14,12:10,DARK,RD6,NA,551.67
2021-07-14,12:10,DARK,MD1,22.56,517.69
2021-07-14,12:10,DARK,RD3,22.5,625.37
2021-07-14,12:10,DARK,RD10,NA,567.74
2021-07-14,12:10,DARK,MD6,23.0,416.57
2021-07-14,12:10,DARK,MD5,NA,622.14
2021-07-14,12:10,DARK,FD1,NA,352.87
2021-07-14,12:10,HighLight,RH2,28.5,1.96
2021-07-14,12:10,HighLight,RH5,NA,48.79
2021-07-14,12:10,HighLight,FH5,28.0,0.31
2021-07-14,12:10,HighLight,FH2,24.38,0.02
2021-07-14,12:10,HighLight,FH4,NA,2.5
2021-07-14,12:10,HighLight,MH1,27.0,67.84
2021-07-14,12:10,HighLight,RH10,23.5,0.0
2021-07-14,12:10,HighLight,MH5,25.0,16.46
2021-07-14,12:10,HighLight,MH6,NA,14.08
2021-07-14,12:11,DARK,FD2,22.12,627.58
2021-07-14,12:11,DARK,FD6,NA,536.08
2021-07-14,12:11,DARK,RD6,NA,551.75
2021-07-14,12:11,DARK,MD1,22.62,518.08
2021-07-14,12:11,DARK,RD3,22.5,626.55
2021-07-14,12:11,DARK,RD10,NA,568.04
2021-07-14,12:11,DARK,MD6,23.0,417.08
2021-07-14,12:11,DARK,MD5,NA,622.71
2021-07-14,12:11,DARK,FD1,NA,353.29
2021-07-14,12:11,HighLight,RH2,28.44,1.49
2021-07-14,12:11,HighLight,RH5,NA,49.18
2021-07-14,12:11,HighLight,FH5,27.5,0.18
2021-07-14,12:11,HighLight,FH2,24.5,0.0
2021-07-14,12:11,HighLight,FH4,NA,2.14
2021-07-14,12:11,HighLight,MH1,26.94,67.75
2021-07-14,12:11,HighLight,RH10,23.5,0.0
2021-07-14,12:11,HighLight,MH5,25.0,16.2
2021-07-14,12:11,HighLight,MH6,NA,14.1
2021-07-14,12:12,DARK,FD2,22.12,627.18
2021-07-14,12:12,DARK,FD6,NA,535.6
2021-07-14,12:12,DARK,RD6,NA,552.49
2021-07-14,12:12,DARK,MD1,22.69,518.45
2021-07-14,12:12,DARK,RD3,22.5,625.95
2021-07-14,12:12,DARK,RD10,NA,567.8
2021-07-14,12:12,DARK,MD6,23.0,417.24
2021-07-14,12:12,DARK,MD5,NA,621.93
2021-07-14,12:12,DARK,FD1,NA,352.58
2021-07-14,12:12,HighLight,RH2,28.31,1.57
2021-07-14,12:12,HighLight,RH5,NA,48.85
2021-07-14,12:12,HighLight,FH5,27.5,0.25
2021-07-14,12:12,HighLight,FH2,24.5,0.04
2021-07-14,12:12,HighLight,FH4,NA,1.98
2021-07-14,12:12,HighLight,MH1,26.88,68.01
2021-07-14,12:12,HighLight,RH10,23.5,0.0
2021-07-14,12:12,HighLight,MH5,25.0,16.12
2021-07-14,12:12,HighLight,MH6,NA,14.14
2021-07-14,12:13,DARK,FD2,22.19,627.72
2021-07-14,12:13,DARK,FD6,NA,536.5
2021-07-14,12:13,DARK,RD6,NA,551.59
2021-07-14,12:13,DARK,MD1,22.69,518.45
2021-07-14,12:13,DARK,RD3,22.5,626.88
2021-07-14,12:13,DARK,RD10,NA,568.47
2021-07-14,12:13,DARK,MD6,23.0,416.79
2021-07-14,12:13,DARK,MD5,NA,622.65
2021-07-14,12:13,DARK,FD1,NA,353.86
2021-07-14,12:13,HighLight,RH2,28.19,1.67
2021-07-14,12:13,HighLight,RH5,NA,46.06
2021-07-14,12:13,HighLight,FH5,27.5,0.27
2021-07-14,12:13,HighLight,FH2,24.44,0.03
2021-07-14,12:13,HighLight,FH4,NA,2.17
2021-07-14,12:13,HighLight,MH1,26.75,66.03
2021-07-14,12:13,HighLight,RH10,23.5,0.02
2021-07-14,12:13,HighLight,MH5,25.0,15.95
2021-07-14,12:13,HighLight,MH6,NA,14.11
2021-07-14,12:14,DARK,FD2,22.19,630.08
2021-07-14,12:14,DARK,FD6,NA,537.61
2021-07-14,12:14,DARK,RD6,NA,554.02
2021-07-14,12:14,DARK,MD1,22.75,519.93
2021-07-14,12:14,DARK,RD3,22.5,627.6
2021-07-14,12:14,DARK,RD10,NA,569.42
2021-07-14,12:14,DARK,MD6,23.0,418.59
2021-07-14,12:14,DARK,MD5,NA,623.79
2021-07-14,12:14,DARK,FD1,NA,354.8
2021-07-14,12:14,HighLight,RH2,28.06,2.29
2021-07-14,12:14,HighLight,RH5,NA,47.78
2021-07-14,12:14,HighLight,FH5,27.5,0.09
2021-07-14,12:14,HighLight,FH2,24.5,0.0
2021-07-14,12:14,HighLight,FH4,NA,3.01
2021-07-14,12:14,HighLight,MH1,26.69,68.09
2021-07-14,12:14,HighLight,RH10,23.5,0.03
2021-07-14,12:14,HighLight,MH5,25.0,16.66
2021-07-14,12:14,HighLight,MH6,NA,14.24
2021-07-14,12:15,DARK,FD2,22.25,627.75
2021-07-14,12:15,DARK,FD6,NA,537.83
2021-07-14,12:15,DARK,RD6,NA,553.08
2021-07-14,12:15,DARK,MD1,22.75,518.88
2021-07-14,12:15,DARK,RD3,22.5,626.67
2021-07-14,12:15,DARK,RD10,NA,570.4
2021-07-14,12:15,DARK,MD6,23.0,418.07
2021-07-14,12:15,DARK,MD5,NA,623.59
2021-07-14,12:15,DARK,FD1,NA,353.99
2021-07-14,12:15,HighLight,RH2,27.94,2.24
2021-07-14,12:15,HighLight,RH5,NA,48.6
2021-07-14,12:15,HighLight,FH5,27.0,0.07
2021-07-14,12:15,HighLight,FH2,24.5,0.0
2021-07-14,12:15,HighLight,FH4,NA,3.6
2021-07-14,12:15,HighLight,MH1,26.62,68.18
2021-07-14,12:15,HighLight,RH10,23.5,0.02
2021-07-14,12:15,HighLight,MH5,25.0,16.47
2021-07-14,12:15,HighLight,MH6,NA,14.19
2021-07-14,12:16,DARK,FD2,22.25,630.03
2021-07-14,12:16,DARK,FD6,NA,537.98
2021-07-14,12:16,DARK,RD6,NA,554.75
2021-07-14,12:16,DARK,MD1,22.81,520.4
2021-07-14,12:16,DARK,RD3,22.5,628.11
2021-07-14,12:16,DARK,RD10,NA,569.37
2021-07-14,12:16,DARK,MD6,23.0,419.02
2021-07-14,12:16,DARK,MD5,NA,624.21
2021-07-14,12:16,DARK,FD1,NA,355.37
2021-07-14,12:16,HighLight,RH2,27.88,1.73
2021-07-14,12:16,HighLight,RH5,NA,45.44
2021-07-14,12:16,HighLight,FH5,27.0,0.37
2021-07-14,12:16,HighLight,FH2,24.56,0.05
2021-07-14,12:16,HighLight,FH4,NA,2.44
2021-07-14,12:16,HighLight,MH1,26.56,65.09
2021-07-14,12:16,HighLight,RH10,23.5,0.01
2021-07-14,12:16,HighLight,MH5,25.0,15.78
2021-07-14,12:16,HighLight,MH6,NA,14.1
2021-07-14,12:17,DARK,FD2,22.25,627.86
2021-07-14,12:17,DARK,FD6,NA,536.44
2021-07-14,12:17,DARK,RD6,NA,551.8
2021-07-14,12:17,DARK,MD1,22.81,518.89
2021-07-14,12:17,DARK,RD3,22.5,627.26
2021-07-14,12:17,DARK,RD10,NA,568.3
2021-07-14,12:17,DARK,MD6,23.0,417.19
2021-07-14,12:17,DARK,MD5,NA,622.69
2021-07-14,12:17,DARK,FD1,NA,354.07
2021-07-14,12:17,HighLight,RH2,27.75,2.23
2021-07-14,12:17,HighLight,RH5,NA,49.23
2021-07-14,12:17,HighLight,FH5,27.0,0.12
2021-07-14,12:17,HighLight,FH2,24.5,0.0
2021-07-14,12:17,HighLight,FH4,NA,3.68
2021-07-14,12:17,HighLight,MH1,26.5,67.86
2021-07-14,12:17,HighLight,RH10,23.5,0.01
2021-07-14,12:17,HighLight,MH5,25.0,16.38
2021-07-14,12:17,HighLight,MH6,NA,14.16
2021-07-14,12:18,DARK,FD2,22.31,629.08
2021-07-14,12:18,DARK,FD6,NA,536.72
2021-07-14,12:18,DARK,RD6,NA,554.84
2021-07-14,12:18,DARK,MD1,22.81,519.1
2021-07-14,12:18,DARK,RD3,23.0,625.8
2021-07-14,12:18,DARK,RD10,NA,568.46
2021-07-14,12:18,DARK,MD6,23.0,417.77
2021-07-14,12:18,DARK,MD5,NA,622.67
2021-07-14,12:18,DARK,FD1,NA,354.43
2021-07-14,12:18,HighLight,RH2,27.62,2.15
2021-07-14,12:18,HighLight,RH5,NA,48.44
2021-07-14,12:18,HighLight,FH5,27.0,0.01
2021-07-14,12:18,HighLight,FH2,24.5,0.0
2021-07-14,12:18,HighLight,FH4,NA,2.89
2021-07-14,12:18,HighLight,MH1,26.44,68.06
2021-07-14,12:18,HighLight,RH10,23.5,0.05
2021-07-14,12:18,HighLight,MH5,25.0,16.48
2021-07-14,12:18,HighLight,MH6,NA,14.51
2021-07-14,12:19,DARK,FD2,22.31,627.63
2021-07-14,12:19,DARK,FD6,NA,536.82
2021-07-14,12:19,DARK,RD6,NA,553.54
2021-07-14,12:19,DARK,MD1,22.88,518.85
2021-07-14,12:19,DARK,RD3,23.0,626.75
2021-07-14,12:19,DARK,RD10,NA,569.55
2021-07-14,12:19,DARK,MD6,23.0,418.44
2021-07-14,12:19,DARK,MD5,NA,623.04
2021-07-14,12:19,DARK,FD1,NA,355.2
2021-07-14,12:19,HighLight,RH2,27.56,1.91
2021-07-14,12:19,HighLight,RH5,NA,49.63
2021-07-14,12:19,HighLight,FH5,26.5,0.1
2021-07-14,12:19,HighLight,FH2,24.5,0.0
2021-07-14,12:19,HighLight,FH4,NA,2.94
2021-07-14,12:19,HighLight,MH1,26.38,68.07
2021-07-14,12:19,HighLight,RH10,23.5,0.0
2021-07-14,12:19,HighLight,MH5,25.0,16.54
2021-07-14,12:19,HighLight,MH6,NA,14.13
2021-07-14,12:20,DARK,FD2,22.38,630.42
2021-07-14,12:20,DARK,FD6,NA,538.37
2021-07-14,12:20,DARK,RD6,NA,556.55
2021-07-14,12:20,DARK,MD1,22.88,520.22
2021-07-14,12:20,DARK,RD3,23.0,628.11
2021-07-14,12:20,DARK,RD10,NA,569.72
2021-07-14,12:20,DARK,MD6,23.0,419.13
2021-07-14,12:20,DARK,MD5,NA,624.3
2021-07-14,12:20,DARK,FD1,NA,356.44
2021-07-14,12:20,HighLight,RH2,27.44,2.47
2021-07-14,12:20,HighLight,RH5,NA,46.42
2021-07-14,12:20,HighLight,FH5,26.5,0.16
2021-07-14,12:20,HighLight,FH2,24.5,0.0
2021-07-14,12:20,HighLight,FH4,NA,3.33
2021-07-14,12:20,HighLight,MH1,26.31,66.0
2021-07-14,12:20,HighLight,RH10,24.0,0.02
2021-07-14,12:20,HighLight,MH5,25.0,16.15
2021-07-14,12:20,HighLight,MH6,NA,13.82
2021-07-14,12:21,DARK,FD2,22.38,627.63
2021-07-14,12:21,DARK,FD6,NA,536.82
2021-07-14,12:21,DARK,RD6,NA,552.33
2021-07-14,12:21,DARK,MD1,22.94,518.47
2021-07-14,12:21,DARK,RD3,23.0,626.98
2021-07-14,12:21,DARK,RD10,NA,568.35
2021-07-14,12:21,DARK,MD6,23.0,418.93
2021-07-14,12:21,DARK,MD5,NA,623.07
2021-07-14,12:21,DARK,FD1,NA,355.23
2021-07-14,12:21,HighLight,RH2,27.38,1.45
2021-07-14,12:21,HighLight,RH5,NA,49.53
2021-07-14,12:21,HighLight,FH5,26.5,0.09
2021-07-14,12:21,HighLight,FH2,24.5,0.03
2021-07-14,12:21,HighLight,FH4,NA,2.55
2021-07-14,12:21,HighLight,MH1,26.25,68.69
2021-07-14,12:21,HighLight,RH10,24.0,0.0
2021-07-14,12:21,HighLight,MH5,25.0,16.35
2021-07-14,12:21,HighLight,MH6,NA,14.06
2021-07-14,12:22,DARK,FD2,22.44,628.21
2021-07-14,12:22,DARK,FD6,NA,536.9
2021-07-14,12:22,DARK,RD6,NA,554.67
2021-07-14,12:22,DARK,MD1,22.94,518.47
